Epoch,iteration,SparseConv0_64-64-(3  3),SparseConv1_64-64-(3  3),SparseConv2_64-64-(3  3),SparseConv3_64-64-(3  3),SparseConv4_64-128-(3  3),SparseConv5_128-128-(3  3),SparseConv6_64-128-(1  1),SparseConv7_128-128-(3  3),SparseConv8_128-128-(3  3),SparseConv9_128-256-(3  3),SparseConv10_256-256-(3  3),SparseConv11_128-256-(1  1),SparseConv12_256-256-(3  3),SparseConv13_256-256-(3  3),SparseConv14_256-512-(3  3),SparseConv15_512-512-(3  3),SparseConv16_256-512-(1  1),SparseConv17_512-512-(3  3),SparseConv18_512-512-(3  3),Linear0_512-200
6,0,0.1924099326133728,0.4164767861366272,0.3365071415901184,0.423231303691864,0.3606906533241272,0.4295993447303772,0.125244140625,0.443494975566864,0.5022854208946228,0.3917710781097412,0.504302978515625,0.245574951171875,0.5247260332107544,0.5376620888710022,0.4691060185432434,0.581217885017395,0.27745819091796875,0.5983505249023438,0.5697780251502991,0.33090823888778687
6,400,0.1984592080116272,0.4352213740348816,0.3542209267616272,0.445692241191864,0.3759629726409912,0.4529147744178772,0.126220703125,0.4692179560661316,0.5298733115196228,0.4086676836013794,0.5332878828048706,0.246826171875,0.5556844472885132,0.5690358877182007,0.48966383934020996,0.6162024736404419,0.28052520751953125,0.6346372365951538,0.6046825051307678,0.3337988257408142
7,0,0.2024196982383728,0.4504123330116272,0.3678385615348816,0.46142578125,0.387342631816864,0.4727376103401184,0.1270751953125,0.4898884892463684,0.5520290732383728,0.4233500361442566,0.5565897226333618,0.2464599609375,0.5799696445465088,0.5939263105392456,0.5055906772613525,0.6434961557388306,0.2829132080078125,0.6629282236099243,0.63231360912323,0.3363574147224426
7,400,0.2086045742034912,0.4722493290901184,0.3865017294883728,0.4835612177848816,0.40234375,0.4982571005821228,0.128662109375,0.5157606601715088,0.5789591073989868,0.4417351484298706,0.5867563486099243,0.24688720703125,0.6115773916244507,0.6250016689300537,0.5278049111366272,0.6781946420669556,0.28638458251953125,0.6988983154296875,0.6676974892616272,0.3395605683326721
8,0,0.214735209941864,0.4884982705116272,0.4026150107383728,0.4993218183517456,0.416151225566864,0.5185682773590088,0.1280517578125,0.5359632968902588,0.5896064043045044,0.4573737382888794,0.5980886220932007,0.247100830078125,0.6237691640853882,0.6371239423751831,0.5454279184341431,0.690822184085846,0.28905487060546875,0.7122035622596741,0.6807267665863037,0.34120118618011475
8,400,0.2249077558517456,0.5143500566482544,0.4256998896598816,0.5236545205116272,0.4336751103401184,0.5460883378982544,0.129150390625,0.5504286289215088,0.6025458574295044,0.4774509072303772,0.61309814453125,0.247650146484375,0.6397840976715088,0.6522080898284912,0.5569771528244019,0.7071825265884399,0.29293060302734375,0.7291429042816162,0.697662353515625,0.3431738615036011
9,0,0.2289767861366272,0.5298665761947632,0.4435492753982544,0.5406900644302368,0.4461398720741272,0.5555962324142456,0.128173828125,0.5607163906097412,0.6114230751991272,0.4940829873085022,0.6243896484375,0.24786376953125,0.6515028476715088,0.6639573574066162,0.5664452314376831,0.7198159694671631,0.29628753662109375,0.7418692111968994,0.7106865644454956,0.34495121240615845
9,400,0.2362738847732544,0.5545518398284912,0.4664984941482544,0.5501573085784912,0.4634738564491272,0.5679457187652588,0.131103515625,0.5744560956954956,0.62469482421875,0.5161573886871338,0.6382615566253662,0.24835205078125,0.6660257577896118,0.6788126230239868,0.5779715776443481,0.7349705100059509,0.29959869384765625,0.7577697038650513,0.7264980673789978,0.34668946266174316
10,0,0.2435166835784912,0.5612250566482544,0.483289897441864,0.5572645664215088,0.4777018427848816,0.5773383378982544,0.132080078125,0.5843912363052368,0.6339585781097412,0.5341660976409912,0.6494208574295044,0.2489013671875,0.6778157949447632,0.6899007558822632,0.5871285200119019,0.7465460300445557,0.3029632568359375,0.7697597146034241,0.7386003732681274,0.34837889671325684
10,400,0.254638671875,0.5688747763633728,0.5088161826133728,0.5656195878982544,0.4975857138633728,0.5893758535385132,0.13134765625,0.5977579355239868,0.6462808847427368,0.5464273691177368,0.6641489267349243,0.248992919921875,0.6924082040786743,0.7047356367111206,0.6012022495269775,0.762597382068634,0.3070831298828125,0.7863709926605225,0.7550637722015381,0.35060548782348633
11,0,0.2626681923866272,0.5764702558517456,0.5293782949447632,0.5729166269302368,0.5137668251991272,0.5994601845741272,0.13134765625,0.6083102822303772,0.6559312343597412,0.5560709238052368,0.6755862832069397,0.24969482421875,0.7043508291244507,0.7158067226409912,0.6116867065429688,0.7744678854942322,0.31075286865234375,0.7987840175628662,0.7673373818397522,0.3520117402076721
11,400,0.272108256816864,0.5830078125,0.5399576425552368,0.5806748867034912,0.5346001386642456,0.6113010048866272,0.1317138671875,0.6208224892616272,0.6684841513633728,0.5676405429840088,0.6896566152572632,0.250823974609375,0.7183142900466919,0.7295820713043213,0.6257561445236206,0.7891871333122253,0.3156585693359375,0.813421905040741,0.7820841670036316,0.3542090058326721
12,0,0.285400390625,0.588623046875,0.5483127236366272,0.5882704257965088,0.5418022871017456,0.6220771074295044,0.1329345703125,0.6316392421722412,0.6788872480392456,0.5779961347579956,0.7016720175743103,0.250732421875,0.7309027910232544,0.7413787841796875,0.6375283002853394,0.7955936789512634,0.31999969482421875,0.819233775138855,0.7880274653434753,0.35599613189697266
12,400,0.2993977665901184,0.5976020097732544,0.5579698085784912,0.5960557460784912,0.5498453378677368,0.6337890625,0.13330078125,0.6447821855545044,0.6924642324447632,0.5903726816177368,0.7160102128982544,0.2515869140625,0.7451918125152588,0.7554134726524353,0.6523963212966919,0.8029229640960693,0.32678985595703125,0.8262718915939331,0.7956665754318237,0.3582128882408142
13,0,0.307508647441864,0.6034071445465088,0.5649956464767456,0.6034613847732544,0.5565999746322632,0.6438802480697632,0.133544921875,0.6552191972732544,0.7017551064491272,0.5999077558517456,0.7269914150238037,0.252197265625,0.7563273310661316,0.7660200595855713,0.6637149453163147,0.8088052272796631,0.331085205078125,0.831257700920105,0.8014933466911316,0.35975587368011475
13,400,0.3250325322151184,0.6103244423866272,0.5734320878982544,0.6115993857383728,0.5640326738357544,0.6554904580116272,0.134033203125,0.6682332754135132,0.7140434980392456,0.6131490468978882,0.7401699423789978,0.2523193359375,0.7690175175666809,0.7733900547027588,0.6786134243011475,0.815331757068634,0.33708953857421875,0.8378965854644775,0.8083763122558594,0.36205077171325684
14,0,0.3339572548866272,0.6162651777267456,0.5817056894302368,0.617919921875,0.5704752206802368,0.6640896201133728,0.135498046875,0.6773207187652588,0.7238837480545044,0.6233724355697632,0.7498016357421875,0.25238037109375,0.7754448652267456,0.7782694697380066,0.68998122215271,0.8198971152305603,0.34214019775390625,0.8425530195236206,0.8136104941368103,0.3642871379852295
14,400,0.353162944316864,0.6230739951133728,0.5900607705116272,0.6262478232383728,0.5785996913909912,0.6741061806678772,0.13525390625,0.6901787519454956,0.7359347939491272,0.6351555585861206,0.7561357021331787,0.25439453125,0.781005859375,0.7843695878982544,0.7040201425552368,0.8263198137283325,0.3482513427734375,0.8483526706695557,0.8202162981033325,0.36670899391174316
15,0,0.3633897304534912,0.629150390625,0.5958387851715088,0.6337076425552368,0.5853949785232544,0.6823798418045044,0.1361083984375,0.69970703125,0.7444932460784912,0.6454603672027588,0.7612575888633728,0.25421142578125,0.7858598232269287,0.7889014482498169,0.715219259262085,0.8307715654373169,0.353759765625,0.8523152470588684,0.8250105381011963,0.3675781488418579
15,400,0.383056640625,0.6360134482383728,0.6037055253982544,0.6392958164215088,0.5948079824447632,0.6923149824142456,0.1376953125,0.71044921875,0.7545708417892456,0.65618896484375,0.7664455771446228,0.255096435546875,0.7921515703201294,0.7944675087928772,0.7281630039215088,0.8359218239784241,0.35976409912109375,0.857842743396759,0.8308203220367432,0.3695996403694153
16,0,0.3922526240348816,0.6413845419883728,0.6103515625,0.6451009511947632,0.6008436679840088,0.6997884511947632,0.1370849609375,0.7191365957260132,0.7575819492340088,0.6652085781097412,0.7703281044960022,0.256317138671875,0.7963883876800537,0.7985823154449463,0.7381557822227478,0.8397682905197144,0.36457061767578125,0.861506998538971,0.835174560546875,0.37135744094848633
16,400,0.4048122763633728,0.6477321982383728,0.6166449785232544,0.6538357138633728,0.6100531816482544,0.7089369297027588,0.1383056640625,0.7290310263633728,0.7619425654411316,0.677093505859375,0.7753550410270691,0.256439208984375,0.8013797402381897,0.8032887578010559,0.750614583492279,0.8441501259803772,0.3714447021484375,0.8662486672401428,0.8408529758453369,0.3731640577316284
17,0,0.4212239384651184,0.6526693105697632,0.6244302988052368,0.6593967080116272,0.61572265625,0.7166748046875,0.1390380859375,0.7367689609527588,0.7650892734527588,0.6857367753982544,0.7796410322189331,0.257354736328125,0.8046451210975647,0.8068627119064331,0.7562755942344666,0.8483856916427612,0.3766937255859375,0.8695042729377747,0.8446142673492432,0.37467777729034424
17,400,0.4314236044883728,0.6586371660232544,0.6319444179534912,0.6663682460784912,0.6236978769302368,0.7247246503829956,0.138916015625,0.7461683750152588,0.7682698369026184,0.6962686777114868,0.7843644618988037,0.257781982421875,0.8088226318359375,0.8111555576324463,0.7625537514686584,0.8528434038162231,0.384521484375,0.8734749555587769,0.8499009609222412,0.37694334983825684
18,0,0.4477267861366272,0.6639540195465088,0.6384548544883728,0.672119140625,0.6293131113052368,0.7311265468597412,0.138671875,0.7506171464920044,0.7707383632659912,0.704498291015625,0.7874501347541809,0.258209228515625,0.8114403486251831,0.8140343427658081,0.767055094242096,0.8560023903846741,0.3897552490234375,0.8764106035232544,0.8535910844802856,0.3783887028694153
18,400,0.459716796875,0.6699489951133728,0.6460503339767456,0.6797959804534912,0.6363796591758728,0.7355414628982544,0.139404296875,0.7539198398590088,0.7730848789215088,0.7147420644760132,0.7915530800819397,0.25872802734375,0.8164181113243103,0.8189510703086853,0.7723032832145691,0.8598997592926025,0.39661407470703125,0.8799201250076294,0.8582797646522522,0.38004887104034424
19,0,0.4757487177848816,0.675537109375,0.6496853232383728,0.686767578125,0.642333984375,0.7381998300552368,0.1402587890625,0.7561848759651184,0.7763671875,0.7227240800857544,0.7943827509880066,0.260009765625,0.8198208212852478,0.8217671513557434,0.776371419429779,0.8626878261566162,0.402069091796875,0.8818791508674622,0.8616697788238525,0.3811914324760437
19,400,0.48583984375,0.6814236044883728,0.6565755605697632,0.6930338144302368,0.6481119394302368,0.7408243417739868,0.1405029296875,0.7592637538909912,0.7797309160232544,0.7327169179916382,0.7983415126800537,0.26104736328125,0.8236507773399353,0.8251410722732544,0.7819281816482544,0.8659337162971497,0.4106903076171875,0.8839802145957947,0.8658370971679688,0.38310545682907104
20,0,0.5022515058517456,0.6869845986366272,0.6621636152267456,0.6976724863052368,0.6541205644607544,0.7430419921875,0.14111328125,0.7620917558670044,0.7822197675704956,0.7401597499847412,0.8012661337852478,0.261138916015625,0.8260056972503662,0.8281470537185669,0.7857064008712769,0.8682518005371094,0.416656494140625,0.885410726070404,0.8687413334846497,0.384765625
20,400,0.5127224326133728,0.692138671875,0.6682671308517456,0.7041558027267456,0.6598306894302368,0.7459242343902588,0.14208984375,0.7650146484375,0.7845594882965088,0.7486741542816162,0.8055775761604309,0.261688232421875,0.8291727900505066,0.8311970829963684,0.7901560664176941,0.8710212707519531,0.4241943359375,0.8869599103927612,0.8726204633712769,0.38655275106430054
21,0,0.5193955898284912,0.6946071982383728,0.6723090410232544,0.7093369960784912,0.665283203125,0.7488064169883728,0.142822265625,0.7670966386795044,0.7865397334098816,0.7528652548789978,0.8082139492034912,0.26251220703125,0.8313801884651184,0.8333876132965088,0.7932730913162231,0.8730040788650513,0.42977142333984375,0.8881213068962097,0.8751377463340759,0.3880273699760437
21,400,0.5321451425552368,0.7041829824447632,0.68359375,0.7199164628982544,0.6756185293197632,0.7519124150276184,0.144287109375,0.7717421054840088,0.7914767861366272,0.7583279013633728,0.8138851523399353,0.26239013671875,0.8365580439567566,0.8386417031288147,0.8001514077186584,0.8764441013336182,0.44472503662109375,0.8905834555625916,0.8817049860954285,0.3909375071525574
22,0,0.5362955331802368,0.7121039628982544,0.6905653476715088,0.7290310263633728,0.6847195029258728,0.7554185390472412,0.1448974609375,0.7750108242034912,0.7947319746017456,0.7638956904411316,0.8177863359451294,0.263641357421875,0.8403964638710022,0.8421478271484375,0.804931640625,0.8786002397537231,0.4557647705078125,0.8921949863433838,0.8839009404182434,0.3936718702316284
22,400,0.5419107675552368,0.7217611074447632,0.7014702558517456,0.7414279580116272,0.6967366933822632,0.7603488564491272,0.14697265625,0.7800700068473816,0.7984212040901184,0.7690497636795044,0.8233286738395691,0.265228271484375,0.8459811806678772,0.8481886386871338,0.8120532631874084,0.8810848593711853,0.4717254638671875,0.8942294716835022,0.8863398432731628,0.39680665731430054
23,0,0.5502658486366272,0.7295736074447632,0.7088758945465088,0.7415364980697632,0.7052816152572632,0.7636582851409912,0.1473388671875,0.7825791835784912,0.8022664189338684,0.7730068564414978,0.8275333046913147,0.26629638671875,0.850067138671875,0.8522202968597412,0.817129373550415,0.8828552961349487,0.484283447265625,0.8956892490386963,0.8881136775016785,0.39912110567092896
23,400,0.5557725429534912,0.7380642294883728,0.7186143398284912,0.7425130605697632,0.7157931923866272,0.7670152187347412,0.1483154296875,0.7863430380821228,0.8056776523590088,0.7783779501914978,0.8329806923866272,0.26690673828125,0.8548753261566162,0.8568742275238037,0.8232777714729309,0.885064423084259,0.499908447265625,0.8975223898887634,0.8905190229415894,0.40146487951278687
24,0,0.5583767294883728,0.7466634511947632,0.7269965410232544,0.7427300214767456,0.7235921621322632,0.7690972089767456,0.150146484375,0.7896592617034912,0.8088107705116272,0.7823215126991272,0.8376600742340088,0.268829345703125,0.8583085536956787,0.8606143593788147,0.8277876377105713,0.8865318298339844,0.5123291015625,0.8989219665527344,0.8919575810432434,0.40375977754592896
24,400,0.5626084804534912,0.7449001669883728,0.7352159023284912,0.7427572011947632,0.7340630292892456,0.7730984091758728,0.1510009765625,0.7933146357536316,0.8127780556678772,0.7867533564567566,0.8426835536956787,0.2698974609375,0.8624725341796875,0.8646647334098816,0.8333070278167725,0.8883628845214844,0.5297698974609375,0.9005156755447388,0.8938259482383728,0.4068066477775574
25,0,0.5662705898284912,0.7428928017616272,0.7416720986366272,0.7410482168197632,0.7423638105392456,0.7759128212928772,0.152587890625,0.7971665859222412,0.8150431513786316,0.7901780605316162,0.8468712568283081,0.27032470703125,0.865631103515625,0.8680657148361206,0.837925374507904,0.8897573947906494,0.5243148803710938,0.9018622636795044,0.8953365683555603,0.40953123569488525
25,400,0.5749782919883728,0.7411566972732544,0.7516547441482544,0.7398817539215088,0.7535264492034912,0.7789577841758728,0.15283203125,0.8014187216758728,0.8187255859375,0.7949015498161316,0.851806640625,0.27191162109375,0.8698374629020691,0.8724009394645691,0.8445290327072144,0.8915833234786987,0.517578125,0.9035899043083191,0.8974045515060425,0.4132910370826721
26,0,0.5787217617034912,0.7403970956802368,0.7516818642616272,0.7403970956802368,0.7552083134651184,0.7812703251838684,0.1533203125,0.8038872480392456,0.8217298984527588,0.7977973222732544,0.8556840419769287,0.2728271484375,0.8730231523513794,0.8746592402458191,0.8491761684417725,0.89293372631073,0.5131454467773438,0.9048546552658081,0.8987206220626831,0.4169043302536011
26,400,0.5822211503982544,0.7382541298866272,0.7496744394302368,0.7389322519302368,0.7555338740348816,0.7850070595741272,0.154541015625,0.8072441816329956,0.8253173828125,0.8018730878829956,0.8601108193397522,0.27410888671875,0.8759053349494934,0.8766106367111206,0.8545142412185669,0.8945868015289307,0.5069427490234375,0.9063572287559509,0.900665283203125,0.4206836223602295
27,0,0.5855576992034912,0.7373861074447632,0.7491319179534912,0.7382541298866272,0.7560492753982544,0.7880859375,0.1556396484375,0.81011962890625,0.8271891474723816,0.8048095703125,0.8634762167930603,0.2745361328125,0.8773939609527588,0.8774498701095581,0.8584010004997253,0.8956782221794128,0.502960205078125,0.9075295925140381,0.9020267128944397,0.42333984375
27,400,0.5882974863052368,0.7357041835784912,0.7485893964767456,0.7376030683517456,0.7567002773284912,0.7912123203277588,0.1566162109375,0.8130154013633728,0.8309529423713684,0.8095228672027588,0.8662092685699463,0.27545166015625,0.8790469765663147,0.8789265751838684,0.863124430179596,0.8970760703086853,0.4974212646484375,0.909094512462616,0.9037632346153259,0.42750978469848633
28,0,0.5908203125,0.73486328125,0.7471245527267456,0.7368435263633728,0.7567002773284912,0.7935044765472412,0.15576171875,0.8157551884651184,0.8332587480545044,0.81329345703125,0.8677842617034912,0.276824951171875,0.8802659511566162,0.8802083134651184,0.866403341293335,0.898280680179596,0.49407196044921875,0.9106796979904175,0.9050593972206116,0.4301367402076721
28,400,0.592529296875,0.7349989414215088,0.7467447519302368,0.7354872226715088,0.7570122480392456,0.7962307333946228,0.15771484375,0.8185085654258728,0.8368123173713684,0.8174607753753662,0.8693813681602478,0.2777099609375,0.8815256953239441,0.8815273642539978,0.8697136640548706,0.8995895385742188,0.49011993408203125,0.9125277400016785,0.9066886901855469,0.43382811546325684
29,0,0.5948622226715088,0.7336968183517456,0.7453342080116272,0.7357041835784912,0.7569037675857544,0.7987060546875,0.1578369140625,0.8209770917892456,0.8391791582107544,0.8206549882888794,0.8707987666130066,0.27838134765625,0.8822615146636963,0.8822529911994934,0.87172532081604,0.9003889560699463,0.48715972900390625,0.9137611389160156,0.907734751701355,0.4369824528694153
29,400,0.5973578691482544,0.7319878339767456,0.7451986074447632,0.7344021201133728,0.7577311396598816,0.8012559413909912,0.1590576171875,0.8241170048713684,0.8420274257659912,0.8241407871246338,0.8720923662185669,0.280029296875,0.8833465576171875,0.8833991289138794,0.8737309575080872,0.9015952348709106,0.48416900634765625,0.9155256748199463,0.9092106223106384,0.4407324194908142
30,0,0.6067165732383728,0.7312282919883728,0.7449815273284912,0.7334526777267456,0.7582058310508728,0.8030259609222412,0.1595458984375,0.8270399570465088,0.8448893427848816,0.82659912109375,0.8727891445159912,0.28033447265625,0.8837602138519287,0.8840094804763794,0.8752449750900269,0.9025734663009644,0.48166656494140625,0.9166848659515381,0.910221517086029,0.443359375
30,400,0.6109483242034912,0.7301703691482544,0.7444390058517456,0.7333984375,0.7580024003982544,0.8063625693321228,0.1610107421875,0.8299696445465088,0.8473646640777588,0.8297898769378662,0.8740929365158081,0.281768798828125,0.8845875859260559,0.884735107421875,0.8765284419059753,0.9037454128265381,0.4787750244140625,0.9182671308517456,0.9116952419281006,0.4469043016433716
31,0,0.6123589277267456,0.7294107675552368,0.7428656816482544,0.7324489951133728,0.7592231035232544,0.8082478642463684,0.1612548828125,0.83160400390625,0.8494059443473816,0.8320685625076294,0.8746269941329956,0.283111572265625,0.8853013515472412,0.8852437138557434,0.8775948286056519,0.904489278793335,0.47669219970703125,0.919396698474884,0.912876546382904,0.4498242139816284
31,400,0.6160752773284912,0.7281900644302368,0.7421332597732544,0.7315537929534912,0.7594401240348816,0.8104926347732544,0.1641845703125,0.8353203535079956,0.8513115644454956,0.8351237177848816,0.8756679892539978,0.28521728515625,0.8860253095626831,0.8859846591949463,0.8789223432540894,0.9065941572189331,0.474365234375,0.9208102822303772,0.9143078923225403,0.45366209745407104
32,0,0.6187337636947632,0.7268608808517456,0.7418891191482544,0.73095703125,0.7596299648284912,0.8128390908241272,0.16455078125,0.8373820185661316,0.8530951738357544,0.8377854824066162,0.8761325478553772,0.2852783203125,0.8865492343902588,0.8865627646446228,0.8799057006835938,0.9080178737640381,0.4727020263671875,0.9217376708984375,0.915324330329895,0.4566992521286011
32,400,0.6211479902267456,0.7264268398284912,0.7418891191482544,0.7298448085784912,0.7591688632965088,0.8147447109222412,0.1651611328125,0.84002685546875,0.8552788496017456,0.8416374921798706,0.8770175576210022,0.287384033203125,0.8874375820159912,0.887298583984375,0.8809661865234375,0.909633219242096,0.47100067138671875,0.922977864742279,0.9167259931564331,0.45939451456069946
33,0,0.621826171875,0.7248806357383728,0.7418076992034912,0.7293565273284912,0.7590060830116272,0.8174574375152588,0.166259765625,0.8413221836090088,0.8565334677696228,0.8445265293121338,0.8776329755783081,0.288116455078125,0.8879563808441162,0.8878987431526184,0.8815205693244934,0.9109017848968506,0.4697723388671875,0.9239027500152588,0.91774582862854,0.4622753858566284
33,400,0.6231553554534912,0.7239854335784912,0.7420518398284912,0.7284885048866272,0.7586941123008728,0.8194308876991272,0.1680908203125,0.8434651494026184,0.8589138388633728,0.8477885127067566,0.8783230185508728,0.288909912109375,0.8884667158126831,0.88848876953125,0.8824734091758728,0.9124171137809753,0.46851348876953125,0.925140380859375,0.9189830422401428,0.4656054973602295
34,0,0.6241590976715088,0.7242025136947632,0.7412651777267456,0.7278646230697632,0.7596571445465088,0.8218315839767456,0.1683349609375,0.8457167148590088,0.8606838583946228,0.8504502773284912,0.8792453408241272,0.28997802734375,0.8890618085861206,0.8890177607536316,0.8833838701248169,0.9134902954101562,0.46710968017578125,0.9258762001991272,0.9198052883148193,0.4677148461341858
34,400,0.6245388388633728,0.72216796875,0.7400716543197632,0.7273220419883728,0.7596977949142456,0.82440185546875,0.16943359375,0.8471476435661316,0.8629286289215088,0.8527696132659912,0.8799404501914978,0.2918701171875,0.8897315263748169,0.8896365761756897,0.8842417597770691,0.9146313071250916,0.4658050537109375,0.9269341230392456,0.920935332775116,0.470703125
35,0,0.6334906816482544,0.7218424081802368,0.7398275136947632,0.7272135019302368,0.7591823935508728,0.8262871503829956,0.171875,0.8489311933517456,0.8645561933517456,0.8552178144454956,0.8807728886604309,0.292694091796875,0.8904842734336853,0.8901943564414978,0.8847842812538147,0.9154323935508728,0.46498870849609375,0.9275597333908081,0.9216524958610535,0.47411131858825684
35,400,0.6375868320465088,0.7207302451133728,0.7404242753982544,0.7263725996017456,0.7591416835784912,0.8286607265472412,0.171875,0.8506401777267456,0.8649224042892456,0.8574049472808838,0.8813951015472412,0.29345703125,0.8908233642578125,0.8905690312385559,0.8855819702148438,0.9165399074554443,0.46411895751953125,0.9284366965293884,0.9227290749549866,0.47724610567092896
36,0,0.6405435800552368,0.7204318642616272,0.7394748330116272,0.7257486581802368,0.7588297724723816,0.8302748203277588,0.1727294921875,0.8525390625,0.8653971552848816,0.8589985966682434,0.8818122148513794,0.295074462890625,0.891357421875,0.8910064697265625,0.8863270878791809,0.9172837734222412,0.46337127685546875,0.92920982837677,0.9234436750411987,0.48103517293930054
36,400,0.6408149003982544,0.7191568613052368,0.7398003339767456,0.7252061367034912,0.7585178017616272,0.8327500820159912,0.175048828125,0.8545261025428772,0.86566162109375,0.8609755039215088,0.8822021484375,0.296875,0.8918473720550537,0.8915421962738037,0.8870061039924622,0.9183667302131653,0.46257781982421875,0.9299914240837097,0.9245584011077881,0.48465824127197266
